customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,risk_score,risk_tier,value_tier,business_segment,Churn_flag,churn_probability,ml_risk_tier,expected_revenue_at_risk,actual_revenue_at_risk
0096-BXERS,Female,No,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,No,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,0,0.7811302880481271,Critical,39.329910003223205,0.0
3806-YAZOV,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,56.0,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.40428523077556605,Medium,7.600562338580642,0.0
7998-ZLXWN,Female,No,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,No,13-24 mo,4.0,Medium,Low Value,Medium Risk - Watch,0,0.1923152980491628,Low,3.932847845105379,0.0
6253-WRFHY,Male,No,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,No,13-24 mo,6.0,High,Medium Value,High Risk - Monitor Closely,0,0.463659855392257,Medium,30.02197563664864,0.0
9133-AYJZG,Female,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No,13-24 mo,7.5,High,High Value,High Risk - Monitor Closely,0,0.7925218745573703,Critical,78.22190901881245,0.0
2675-OTVVJ,Male,Yes,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,No,25-48 mo,7.5,High,High Value,High Risk - Monitor Closely,0,0.685660632126624,High,61.332343543726516,0.0
8680-CGLTP,Male,No,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2,No,25-48 mo,3.0,Medium,Medium Value,Medium Risk - Watch,0,0.13686865218317773,Low,8.041033315761691,0.0
8430-TWCBX,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,No,49-72 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.04451932817531326,Low,0.9215500932289845,0.0
5018-GWURO,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,49-72 mo,7.0,High,High Value,High Risk - Monitor Closely,0,0.6215549802945466,High,53.205106313213186,0.0
6741-QRLUP,Female,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,No,49-72 mo,0.0,Low,Medium Value,Low Risk - Stable,0,0.035965961076898686,Low,2.8880666744749646,0.0
4737-HOBAX,Male,No,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,49-72 mo,1.5,Low,Medium Value,Low Risk - Stable,0,0.055990772187642555,Low,4.468063620573876,0.0
0537-QYZZN,Male,Yes,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,No,13-24 mo,8.0,High,Medium Value,High Risk - Monitor Closely,0,0.7023704876892235,Critical,56.08428344198449,0.0
3340-QBBFM,Male,Yes,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No,25-48 mo,3.0,Medium,Medium Value,Medium Risk - Watch,0,0.10580043586663211,Low,5.723803580384797,0.0
1704-NRWYE,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,7-12 mo,10.0,Critical,Medium Value,Critical - At Risk,1,0.8371703022204612,Critical,67.68521893452429,80.85
2592-SEIFQ,Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,1,0.7857610726010404,Critical,19.44758654687575,24.75
8200-KLNYW,Female,No,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,No,13-24 mo,2.5,Medium,Medium Value,Medium Risk - Watch,0,0.19302182779013397,Low,15.61546586822184,0.0
3372-CDXFJ,Male,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.5,343.6,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.13921858160284573,Low,3.41085524926972,0.0
4781-ZXYGU,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.47619353381939517,Medium,9.595299706460812,0.0
7632-YUTXB,Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,No,25-48 mo,1.5,Low,Low Value,Low Risk - Stable,0,0.06375887160415228,Low,1.2783653756632531,0.0
2718-YSKCS,Male,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.010141409949553343,Low,0.19877163501124553,0.0
9896-UYMIE,Male,No,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.33924173588563195,Medium,38.77533041172773,0.0
0853-NWIFK,Female,No,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,No,25-48 mo,5.0,Medium,High Value,Medium Risk - Watch,0,0.4501459380952834,Medium,45.14963759095693,0.0
8212-CRQXP,Female,No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No,13-24 mo,8.0,High,Medium Value,High Risk - Monitor Closely,0,0.6927298338998693,High,55.41838671198954,0.0
6980-CDGFC,Female,No,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,No,49-72 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.039335815481041626,Low,0.820151752779718,0.0
7691-XVTZH,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,49-72 mo,3.5,Medium,High Value,Medium Risk - Watch,0,0.15776482371751632,Low,14.190945893390595,0.0
2520-SGTTA,Female,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,0.0,No,0-6 mo,3.0,Medium,Low Value,Medium Risk - Watch,0,0.09125634469828763,Low,1.8251268939657526,0.0
7481-ATQQS,Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,49-72 mo,6.5,High,High Value,High Risk - Monitor Closely,1,0.6673833819097568,High,60.6317802465014,90.85
2277-VWCNI,Female,Yes,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,0-6 mo,9.0,Critical,Low Value,Critical - At Risk,0,0.7576327641510828,Critical,36.934597252365286,0.0
1088-CNNKB,Male,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,No,49-72 mo,1.0,Low,Medium Value,Low Risk - Stable,0,0.08222497371565685,Low,6.577997897252548,0.0
8642-GVWRF,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,0-6 mo,9.0,Critical,Medium Value,Critical - At Risk,1,0.7935750629771289,Critical,63.24793251927717,79.7
1930-BZLHI,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,422.7,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.10880646564212905,Low,2.2142115758173264,0.0
3400-ESFUW,Male,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,49-72 mo,0.5,Low,Medium Value,Low Risk - Stable,1,0.016279620880408907,Low,0.9368921816675325,57.55
5868-YTYKS,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.4379645982077682,Medium,8.868783113707305,0.0
3525-DVKFN,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,358.05,No,13-24 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.0336251904515685,Low,0.6523286947604288,0.0
1482-OXZSY,Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No,25-48 mo,6.5,High,High Value,High Risk - Monitor Closely,0,0.7292121796785931,Critical,73.21290283973075,0.0
0377-JBKKT,Male,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,No,13-24 mo,4.5,Medium,Medium Value,Medium Risk - Watch,0,0.20846614525251642,Low,12.080613117383328,0.0
5778-BVOFB,Female,No,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,7-12 mo,7.0,High,Medium Value,High Risk - Monitor Closely,0,0.48473447281084625,Medium,28.84170113224535,0.0
3373-YZZYM,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.38364497229797906,Medium,7.365983468121198,0.0
2057-ZBLPD,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,13-24 mo,9.0,Critical,High Value,Critical - High Value at Risk,1,0.8155816644217023,Critical,70.54781397247726,86.5
0228-MAUWC,Male,No,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,13-24 mo,6.5,High,Medium Value,High Risk - Monitor Closely,0,0.3920574470228552,Medium,23.347020970211027,0.0
5502-RLUYV,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,49-72 mo,7.0,High,High Value,High Risk - Monitor Closely,1,0.6615772717105389,High,68.77095739431053,103.95
0023-HGHWL,Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,1,0.8603214515974767,Critical,21.594068435096666,25.1
7663-YJHSN,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,49-72 mo,1.0,Low,High Value,Low Risk - Stable,0,0.09278057085024655,Low,9.644540339883129,0.0
4915-BFSXL,Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,No,49-72 mo,1.5,Low,Medium Value,Low Risk - Stable,0,0.026474162610860684,Low,1.8253935120188443,0.0
3086-RUCRN,Female,No,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No,49-72 mo,4.0,Medium,High Value,Medium Risk - Watch,0,0.42600915203834805,Medium,43.921543575153684,0.0
5215-LNLDJ,Female,No,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,7-12 mo,9.0,Critical,Low Value,Critical - At Risk,0,0.6579450566455631,High,16.25124289914541,0.0
7576-JMYWV,Female,Yes,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No,25-48 mo,6.0,High,High Value,High Risk - Monitor Closely,0,0.6591788917004636,High,72.64151386539109,0.0
9039-RBEEE,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,25-48 mo,4.0,Medium,Low Value,Medium Risk - Watch,1,0.30395794365734213,Medium,14.878741342026899,48.95
0257-KXZGU,Female,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,25-48 mo,5.5,Medium,Medium Value,Medium Risk - Watch,0,0.2533333623292499,Medium,15.820668477461657,0.0
1307-ATKGB,Male,No,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,13-24 mo,8.0,High,High Value,High Risk - Monitor Closely,0,0.7188229198519992,Critical,64.37059247274652,0.0
8417-FMLZI,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,0-6 mo,9.5,Critical,Medium Value,Critical - At Risk,1,0.8474691439726797,Critical,70.80604697891738,83.55
3714-XPXBW,Female,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No,25-48 mo,3.5,Medium,Medium Value,Medium Risk - Watch,0,0.2630731992297127,Medium,20.75647541922433,0.0
1850-AKQEP,Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,178.7,No,7-12 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.19400024750613923,Low,3.9479050367499338,0.0
2824-DXNKN,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,49-72 mo,1.5,Low,Medium Value,Low Risk - Stable,0,0.035909731072852245,Low,2.565750285155293,0.0
5227-JSCFE,Male,Yes,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.02093580233275784,Low,0.9703744381233258,0.0
0848-ZGQIJ,Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,13-24 mo,7.5,High,High Value,High Risk - Monitor Closely,0,0.7852549807224286,Critical,74.32438392537787,0.0
3621-CHYVB,Female,No,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,49-72 mo,3.5,Medium,Low Value,Medium Risk - Watch,0,0.2882339247486023,Medium,14.382872844955255,0.0
8042-RNLKO,Male,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,No,49-72 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.04187776597735114,Low,1.0657891441235865,0.0
1792-UXAFY,Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,13-24 mo,8.0,High,High Value,High Risk - Monitor Closely,1,0.774173064338813,Critical,69.01752868580519,89.15
5372-FBKBN,Female,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,No,13-24 mo,4.0,Medium,Low Value,Medium Risk - Watch,0,0.14081594516769846,Low,2.9219308622297433,0.0
0420-TXVSG,Male,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,49-72 mo,1.0,Low,Medium Value,Low Risk - Stable,0,0.02823861452769828,Low,1.866572420280856,0.0
6217-TOWGS,Female,No,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,13-24 mo,6.5,High,Medium Value,High Risk - Monitor Closely,0,0.6530857618931843,High,49.24266644674611,0.0
0515-YPMCW,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0-6 mo,10.0,Critical,Medium Value,Critical - At Risk,1,0.8142209456351328,Critical,57.36186561999511,70.45
0378-XSZPU,Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,49-72 mo,2.0,Low,Medium Value,Low Risk - Stable,1,0.0554335535344608,Low,3.342643278127986,60.3
1045-LTCYT,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,139.75,No,7-12 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.19863251525775016,Low,4.181214446175641,0.0
1544-JJMYL,Male,No,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,No,25-48 mo,2.0,Low,Medium Value,Low Risk - Stable,0,0.11215188460485566,Low,7.777733197346739,0.0
4636-JGAAI,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,No,25-48 mo,7.0,High,High Value,High Risk - Monitor Closely,0,0.6032794367196194,High,53.60137795253818,0.0
6874-SGLHU,Male,No,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No,25-48 mo,5.0,Medium,High Value,Medium Risk - Watch,0,0.5298592762100574,High,51.39634979237556,0.0
5951-AOFIH,Male,No,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,No,25-48 mo,5.5,Medium,Medium Value,Medium Risk - Watch,0,0.3112004349265684,Medium,20.663708879124144,0.0
4729-XKASR,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,1,0.7678167238708337,Critical,19.003463915803135,24.75
3059-NGMXB,Male,No,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.2,944.65,No,13-24 mo,5.5,Medium,Medium Value,Medium Risk - Watch,0,0.38576815324153885,Medium,26.69515620431449,0.0
8652-YHIYU,Female,No,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No,13-24 mo,5.0,Medium,Medium Value,Medium Risk - Watch,0,0.44379078049787035,Medium,35.281367049580695,0.0
5278-PNYOX,Female,No,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No,49-72 mo,2.5,Medium,High Value,Medium Risk - Watch,0,0.13683090776814033,Low,13.772030866863325,0.0
5449-FIBXJ,Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,13-24 mo,7.5,High,High Value,High Risk - Monitor Closely,1,0.7609069435256244,Critical,78.60168726619699,103.3
3486-HOOGQ,Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3,No,49-72 mo,0.0,Low,Medium Value,Low Risk - Stable,0,0.022563199496199948,Low,1.798286999847136,0.0
5061-PBXFW,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,No,25-48 mo,4.0,Medium,Medium Value,Medium Risk - Watch,0,0.13239714959261323,Low,8.129184984986452,0.0
8630-FJLIB,Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,No,13-24 mo,9.0,Critical,Medium Value,Critical - At Risk,0,0.7120363133789913,Critical,49.70013467385359,0.0
3891-NLXJB,Male,No,No,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,1390.85,No,25-48 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.04696264667019849,Low,1.9043353224765487,0.0
4749-OJKQU,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,No,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,0,0.905182918501657,Critical,68.47708778465035,0.0
0577-WHMEV,Female,No,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,No,13-24 mo,7.0,High,High Value,High Risk - Monitor Closely,0,0.6216509293931398,High,56.38373929595778,0.0
5453-AXEPF,Male,No,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,No,13-24 mo,7.5,High,Medium Value,High Risk - Monitor Closely,0,0.716794060159696,Critical,57.70192184285553,0.0
3639-XJHKQ,Female,No,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,No,13-24 mo,6.0,High,Medium Value,High Risk - Monitor Closely,0,0.31989814956552015,Medium,19.38582786367052,0.0
3716-LRGXK,Male,No,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No,49-72 mo,3.5,Medium,High Value,Medium Risk - Watch,0,0.1865891327881288,Low,18.87349078151923,0.0
2263-SFSQZ,Male,No,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.02201116832768677,Low,0.5491786497757849,0.0
9950-MTGYX,Male,No,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.3,487.95,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.025626096911296737,Low,0.5202097672993238,0.0
3397-AVTKU,Male,No,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,No,25-48 mo,4.0,Medium,Medium Value,Medium Risk - Watch,0,0.08334423032232235,Low,5.000653819339341,0.0
4825-FUREZ,Male,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,No,25-48 mo,1.5,Low,Low Value,Low Risk - Stable,0,0.02218284772664933,Low,0.4492026664646489,0.0
9837-BMCLM,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.9097982418154825,Critical,71.41916198251538,78.5
2672-OJQZP,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,No,0-6 mo,9.0,Critical,Low Value,Critical - At Risk,0,0.6671518599690547,High,29.855045733615196,0.0
0137-UDEUO,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,0-6 mo,6.0,High,Low Value,High Risk - Low Value,1,0.3997638182293283,Medium,7.935311791852168,19.85
3134-DSHVC,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.0,6218.45,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.09267141528639236,Low,9.081798698066452,0.0
6161-UUUTA,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.9224375077156592,Critical,73.70275686648118,79.9
7821-DPRQE,Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,No,49-72 mo,5.5,Medium,High Value,Medium Risk - Watch,0,0.5930001382574005,High,63.86611489032204,0.0
6543-XRMYR,Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,25-48 mo,8.0,High,High Value,High Risk - Monitor Closely,1,0.8385441300365089,Critical,83.60284976463994,99.7
2001-EWBQU,Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,No,49-72 mo,4.0,Medium,High Value,Medium Risk - Watch,0,0.23555089554902414,Low,24.66217876398283,0.0
4925-LMHOK,Male,No,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,13-24 mo,5.5,Medium,Medium Value,Medium Risk - Watch,1,0.3940152476810534,Medium,23.08929351410973,58.6
1608-GMEWB,Male,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,No,25-48 mo,7.5,High,High Value,High Risk - Monitor Closely,0,0.7617220233076111,Critical,71.52569798858468,0.0
6695-AMZUF,Female,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5950.2,No,49-72 mo,0.0,Low,High Value,Low Risk - Stable,0,0.022869826307556136,Low,1.977096484288228,0.0
1455-UGQVH,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,7-12 mo,9.5,Critical,High Value,Critical - High Value at Risk,1,0.8865419027358342,Critical,87.32437741947967,98.5
